"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Value","Value Footnotes"
"Tonga","2.4","Industries","Fishing and aquaculture","03","2006","1000","Pa'anga","2008","14615434.3285045",""
"Tonga","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2006","1000","Pa'anga","2008","55755489.0807969",""
"Tonga","2.4","Industries","Mining and quarrying","B","2006","1000","Pa'anga","2008","1491594.44303369",""
"Tonga","2.4","Industries","Manufacturing","C","2006","1000","Pa'anga","2008","40833320.0595211",""
"Tonga","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2006","1000","Pa'anga","2008","13430574.5782421","2"
"Tonga","2.4","Industries","Construction","F","2006","1000","Pa'anga","2008","34202671.1238072",""
"Tonga","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2006","1000","Pa'anga","2008","67863585.5421559",""
"Tonga","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2006","1000","Pa'anga","2008","46439927.4242299",""
"Tonga","2.4","Industries","Transportation and storage","H","2006","1000","Pa'anga","2008","13430806.4229057",""
"Tonga","2.4","Industries","Accommodation and food service activities","I","2006","1000","Pa'anga","2008","7992851.69502022",""
"Tonga","2.4","Industries","Information and communication","J","2006","1000","Pa'anga","2008","16019223.2197577",""
"Tonga","2.4","Industries","Financial and insurance activities","K","2006","1000","Pa'anga","2008","43608856.2604509",""
"Tonga","2.4","Industries","Real estate activities","L","2006","1000","Pa'anga","2008","62356952.5015185",""
"Tonga","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2006","1000","Pa'anga","2008","3566247.71308013",""
"Tonga","2.4","Industries","Professional, scientific and technical activities","M","2006","1000","Pa'anga","2008","2090712.88597868",""
"Tonga","2.4","Industries","Administrative and support service activities","N","2006","1000","Pa'anga","2008","1475534.82710145",""
"Tonga","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2006","1000","Pa'anga","2008","104617903.161498",""
"Tonga","2.4","Industries","Public administration and defence; compulsory social security","O","2006","1000","Pa'anga","2008","60613173.6311432",""
"Tonga","2.4","Industries","Education","P","2006","1000","Pa'anga","2008","32850898.4913016",""
"Tonga","2.4","Industries","Human health and social work activities","Q","2006","1000","Pa'anga","2008","11153831.0390532",""
"Tonga","2.4","Industries","Other service activities","R+S+T","2006","1000","Pa'anga","2008","16326235.6861374",""
"Tonga","2.4","Industries","Arts, entertainment and recreation","R","2006","1000","Pa'anga","2008","3141517.225038",""
"Tonga","2.4","Industries","Other service activities","S","2006","1000","Pa'anga","2008","13184718.4610994",""
"Tonga","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2006","1000","Pa'anga","2008","496908426.306393",""
"Tonga","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2006","1000","Pa'anga","2008","90156692.75",""
"Tonga","2.4","Industries","Plus: Taxes on products","D.21","2006","1000","Pa'anga","2008","93594232",""
"Tonga","2.4","Industries","Less: Subsidies on products","D.31","2006","1000","Pa'anga","2008","3437539.25",""
"Tonga","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2006","1000","Pa'anga","2008","587065119.056393",""
"Tonga","2.4","Industries","Agriculture, forestry and fishing","A","2005","1000","Pa'anga","2008","90133138.5093592",""
"Tonga","2.4","Industries","Crop and animal production, hunting and related service activities","01","2005","1000","Pa'anga","2008","72978023.4577389",""
"Tonga","2.4","Industries","Fishing and aquaculture","03","2005","1000","Pa'anga","2008","17155115.0516203",""
"Tonga","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2005","1000","Pa'anga","2008","50541929.2549516",""
"Tonga","2.4","Industries","Mining and quarrying","B","2005","1000","Pa'anga","2008","1328892.70449619",""
"Tonga","2.4","Industries","Manufacturing","C","2005","1000","Pa'anga","2008","37185010.2805533",""
"Tonga","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2005","1000","Pa'anga","2008","12028026.2699021","2"
"Tonga","2.4","Industries","Construction","F","2005","1000","Pa'anga","2008","33989408.564051",""
"Tonga","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2005","1000","Pa'anga","2008","68395908.2520298",""
"Tonga","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2005","1000","Pa'anga","2008","48863234.5624553",""
"Tonga","2.4","Industries","Transportation and storage","H","2005","1000","Pa'anga","2008","11967920.0861903",""
"Tonga","2.4","Industries","Accommodation and food service activities","I","2005","1000","Pa'anga","2008","7564753.60338418",""
"Tonga","2.4","Industries","Information and communication","J","2005","1000","Pa'anga","2008","13943407.2106275",""
"Tonga","2.4","Industries","Financial and insurance activities","K","2005","1000","Pa'anga","2008","38126906.0797488",""
"Tonga","2.4","Industries","Real estate activities","L","2005","1000","Pa'anga","2008","54549694.1309773",""
"Tonga","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2005","1000","Pa'anga","2008","3314108.29276262",""
"Tonga","2.4","Industries","Professional, scientific and technical activities","M","2005","1000","Pa'anga","2008","2058402.5047729",""
"Tonga","2.4","Industries","Administrative and support service activities","N","2005","1000","Pa'anga","2008","1255705.78798972",""
"Tonga","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2005","1000","Pa'anga","2008","67028193.8801474",""
"Tonga","2.4","Industries","Public administration and defence; compulsory social security","O","2005","1000","Pa'anga","2008","34870499.44",""
"Tonga","2.4","Industries","Education","P","2005","1000","Pa'anga","2008","23566298.5615815",""
"Tonga","2.4","Industries","Human health and social work activities","Q","2005","1000","Pa'anga","2008","8591395.87856591",""
"Tonga","2.4","Industries","Other service activities","R+S+T","2005","1000","Pa'anga","2008","15077644.1177622",""
"Tonga","2.4","Industries","Arts, entertainment and recreation","R","2005","1000","Pa'anga","2008","3032997.10676616",""
"Tonga","2.4","Industries","Other service activities","S","2005","1000","Pa'anga","2008","12044647.010996",""
"Tonga","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2005","1000","Pa'anga","2008","435100338.292417",""
"Tonga","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2005","1000","Pa'anga","2008","72341940.36",""
"Tonga","2.4","Industries","Plus: Taxes on products","D.21","2005","1000","Pa'anga","2008","75251920",""
"Tonga","2.4","Industries","Less: Subsidies on products","D.31","2005","1000","Pa'anga","2008","2909979.64",""
"Tonga","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2005","1000","Pa'anga","2008","507442278.652417",""
"Tonga","2.4","Industries","Agriculture, forestry and fishing","A","2004","1000","Pa'anga","2008","95549960.9476314",""
"Tonga","2.4","Industries","Crop and animal production, hunting and related service activities","01","2004","1000","Pa'anga","2008","79098748.678025",""
"Tonga","2.4","Industries","Fishing and aquaculture","03","2004","1000","Pa'anga","2008","16451212.2696064",""
"Tonga","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2004","1000","Pa'anga","2008","46491847.4301308",""
"Tonga","2.4","Industries","Mining and quarrying","B","2004","1000","Pa'anga","2008","1314667.21706821",""
"Tonga","2.4","Industries","Manufacturing","C","2004","1000","Pa'anga","2008","36181481.9202258",""
"Tonga","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2004","1000","Pa'anga","2008","8995698.29283679","2"
"Tonga","2.4","Industries","Construction","F","2004","1000","Pa'anga","2008","31614621.8377433",""
"Tonga","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2004","1000","Pa'anga","2008","60367121.8795585",""
"Tonga","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2004","1000","Pa'anga","2008","40213963.1686882",""
"Tonga","2.4","Industries","Transportation and storage","H","2004","1000","Pa'anga","2008","12957503.5281067",""
"Tonga","2.4","Industries","Accommodation and food service activities","I","2004","1000","Pa'anga","2008","7195655.18276356",""
"Tonga","2.4","Industries","Information and communication","J","2004","1000","Pa'anga","2008","12539455.2678408",""
"Tonga","2.4","Industries","Financial and insurance activities","K","2004","1000","Pa'anga","2008","32257028.0779999",""
"Tonga","2.4","Industries","Real estate activities","L","2004","1000","Pa'anga","2008","47791692.1196986",""
"Tonga","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2004","1000","Pa'anga","2008","2869156.38774854",""
"Tonga","2.4","Industries","Professional, scientific and technical activities","M","2004","1000","Pa'anga","2008","1811580.14712799",""
"Tonga","2.4","Industries","Administrative and support service activities","N","2004","1000","Pa'anga","2008","1057576.24062055",""
"Tonga","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2004","1000","Pa'anga","2008","65165720.6568804",""
"Tonga","2.4","Industries","Public administration and defence; compulsory social security","O","2004","1000","Pa'anga","2008","32856626.43",""
"Tonga","2.4","Industries","Education","P","2004","1000","Pa'anga","2008","24470983.7552735",""
"Tonga","2.4","Industries","Human health and social work activities","Q","2004","1000","Pa'anga","2008","7838110.4716069",""
"Tonga","2.4","Industries","Other service activities","R+S+T","2004","1000","Pa'anga","2008","13411308.1377553",""
"Tonga","2.4","Industries","Arts, entertainment and recreation","R","2004","1000","Pa'anga","2008","2675651.80063395",""
"Tonga","2.4","Industries","Other service activities","S","2004","1000","Pa'anga","2008","10735656.3371213",""
"Tonga","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2004","1000","Pa'anga","2008","408057912.742987",""
"Tonga","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2004","1000","Pa'anga","2008","63799069.54",""
"Tonga","2.4","Industries","Plus: Taxes on products","D.21","2004","1000","Pa'anga","2008","67980146",""
"Tonga","2.4","Industries","Less: Subsidies on products","D.31","2004","1000","Pa'anga","2008","4181076.46",""
"Tonga","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2004","1000","Pa'anga","2008","471856982.282987",""
"Tonga","2.4","Industries","Agriculture, forestry and fishing","A","2003","1000","Pa'anga","2008","85089952.3964895",""
"Tonga","2.4","Industries","Crop and animal production, hunting and related service activities","01","2003","1000","Pa'anga","2008","67673965.2657684",""
"Tonga","2.4","Industries","Fishing and aquaculture","03","2003","1000","Pa'anga","2008","17415987.1307211",""
"Tonga","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2003","1000","Pa'anga","2008","43217641.4600617",""
"Tonga","2.4","Industries","Mining and quarrying","B","2003","1000","Pa'anga","2008","1432079.68084513",""
"Tonga","2.4","Industries","Manufacturing","C","2003","1000","Pa'anga","2008","34971687.1950497",""
"Tonga","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2003","1000","Pa'anga","2008","6813874.5841669","2"
"Tonga","2.4","Industries","Construction","F","2003","1000","Pa'anga","2008","32569105.4613004",""
"Tonga","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2003","1000","Pa'anga","2008","55731104.8460235",""
"Tonga","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2003","1000","Pa'anga","2008","36301356.6556206",""
"Tonga","2.4","Industries","Transportation and storage","H","2003","1000","Pa'anga","2008","14351005.3630106",""
"Tonga","2.4","Industries","Accommodation and food service activities","I","2003","1000","Pa'anga","2008","5078742.82739225",""
"Tonga","2.4","Industries","Information and communication","J","2003","1000","Pa'anga","2008","12230332.2300217",""
"Tonga","2.4","Industries","Financial and insurance activities","K","2003","1000","Pa'anga","2008","27942369.5009137",""
"Tonga","2.4","Industries","Real estate activities","L","2003","1000","Pa'anga","2008","44352320.0715752",""
"Tonga","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2003","1000","Pa'anga","2008","2600258.12618882",""
"Tonga","2.4","Industries","Professional, scientific and technical activities","M","2003","1000","Pa'anga","2008","1623254.73835151",""
"Tonga","2.4","Industries","Administrative and support service activities","N","2003","1000","Pa'anga","2008","977003.387837316",""
"Tonga","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2003","1000","Pa'anga","2008","62482166.3056251",""
"Tonga","2.4","Industries","Public administration and defence; compulsory social security","O","2003","1000","Pa'anga","2008","31667955.4",""
"Tonga","2.4","Industries","Education","P","2003","1000","Pa'anga","2008","23992369.9711299",""
"Tonga","2.4","Industries","Human health and social work activities","Q","2003","1000","Pa'anga","2008","6821840.93449518",""
"Tonga","2.4","Industries","Other service activities","R+S+T","2003","1000","Pa'anga","2008","11896933.7382186",""
"Tonga","2.4","Industries","Arts, entertainment and recreation","R","2003","1000","Pa'anga","2008","2183657.82176644",""
"Tonga","2.4","Industries","Other service activities","S","2003","1000","Pa'anga","2008","9713275.91645211",""
"Tonga","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2003","1000","Pa'anga","2008","378112184.136418",""
"Tonga","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2003","1000","Pa'anga","2008","65921061",""
"Tonga","2.4","Industries","Plus: Taxes on products","D.21","2003","1000","Pa'anga","2008","66264261",""
"Tonga","2.4","Industries","Less: Subsidies on products","D.31","2003","1000","Pa'anga","2008","343200",""
"Tonga","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2003","1000","Pa'anga","2008","444033245.136418",""
"Tonga","2.4","Industries","Agriculture, forestry and fishing","A","2002","1000","Pa'anga","2008","72133073.4327285",""
"Tonga","2.4","Industries","Crop and animal production, hunting and related service activities","01","2002","1000","Pa'anga","2008","55712228.4181529",""
"Tonga","2.4","Industries","Fishing and aquaculture","03","2002","1000","Pa'anga","2008","16420845.0145756",""
"Tonga","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2002","1000","Pa'anga","2008","38887750.0335576",""
"Tonga","2.4","Industries","Mining and quarrying","B","2002","1000","Pa'anga","2008","1176433.38888007",""
"Tonga","2.4","Industries","Manufacturing","C","2002","1000","Pa'anga","2008","31361856.3752098",""
"Tonga","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2002","1000","Pa'anga","2008","6349460.26946774","2"
"Tonga","2.4","Industries","Construction","F","2002","1000","Pa'anga","2008","31577388.5087761",""
"Tonga","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2002","1000","Pa'anga","2008","50529107.121234",""
"Tonga","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2002","1000","Pa'anga","2008","32312323.6459509",""
"Tonga","2.4","Industries","Transportation and storage","H","2002","1000","Pa'anga","2008","14018544.7108684",""
"Tonga","2.4","Industries","Accommodation and food service activities","I","2002","1000","Pa'anga","2008","4198238.76441469",""
"Tonga","2.4","Industries","Information and communication","J","2002","1000","Pa'anga","2008","10728451.5318392",""
"Tonga","2.4","Industries","Financial and insurance activities","K","2002","1000","Pa'anga","2008","25903782.1179176",""
"Tonga","2.4","Industries","Real estate activities","L","2002","1000","Pa'anga","2008","42740487.9637551",""
"Tonga","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2002","1000","Pa'anga","2008","2426964.04049747",""
"Tonga","2.4","Industries","Professional, scientific and technical activities","M","2002","1000","Pa'anga","2008","1511012.43800628",""
"Tonga","2.4","Industries","Administrative and support service activities","N","2002","1000","Pa'anga","2008","915951.602491188",""
"Tonga","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2002","1000","Pa'anga","2008","57708527.4680533",""
"Tonga","2.4","Industries","Public administration and defence; compulsory social security","O","2002","1000","Pa'anga","2008","31424732.1",""
"Tonga","2.4","Industries","Education","P","2002","1000","Pa'anga","2008","19529289.7221807",""
"Tonga","2.4","Industries","Human health and social work activities","Q","2002","1000","Pa'anga","2008","6754505.64587266",""
"Tonga","2.4","Industries","Other service activities","R+S+T","2002","1000","Pa'anga","2008","10005988.5878581",""
"Tonga","2.4","Industries","Arts, entertainment and recreation","R","2002","1000","Pa'anga","2008","1892582.99835488",""
"Tonga","2.4","Industries","Other service activities","S","2002","1000","Pa'anga","2008","8113405.58950324",""
"Tonga","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2002","1000","Pa'anga","2008","342641520.806217",""
"Tonga","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2002","1000","Pa'anga","2008","55746734",""
"Tonga","2.4","Industries","Plus: Taxes on products","D.21","2002","1000","Pa'anga","2008","55949939",""
"Tonga","2.4","Industries","Less: Subsidies on products","D.31","2002","1000","Pa'anga","2008","203205",""
"Tonga","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2002","1000","Pa'anga","2008","398388254.806217",""
"Tonga","2.4","Industries","Agriculture, forestry and fishing","A","2001","1000","Pa'anga","2008","64825707.7821068",""
"Tonga","2.4","Industries","Crop and animal production, hunting and related service activities","01","2001","1000","Pa'anga","2008","50006468.2221068",""
"Tonga","2.4","Industries","Fishing and aquaculture","03","2001","1000","Pa'anga","2008","14819239.56",""
"Tonga","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2001","1000","Pa'anga","2008","36927407.0695875",""
"Tonga","2.4","Industries","Mining and quarrying","B","2001","1000","Pa'anga","2008","1145867.5713179",""
"Tonga","2.4","Industries","Manufacturing","C","2001","1000","Pa'anga","2008","29698774.4268104",""
"Tonga","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2001","1000","Pa'anga","2008","6082765.07145913","2"
"Tonga","2.4","Industries","Construction","F","2001","1000","Pa'anga","2008","28359219.8263618",""
"Tonga","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2001","1000","Pa'anga","2008","44889046.9583345",""
"Tonga","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2001","1000","Pa'anga","2008","26847033.1352834",""
"Tonga","2.4","Industries","Transportation and storage","H","2001","1000","Pa'anga","2008","13750105.6672603",""
"Tonga","2.4","Industries","Accommodation and food service activities","I","2001","1000","Pa'anga","2008","4291908.1557909",""
"Tonga","2.4","Industries","Information and communication","J","2001","1000","Pa'anga","2008","11714093.8483799",""
"Tonga","2.4","Industries","Financial and insurance activities","K","2001","1000","Pa'anga","2008","20710583.5946944",""
"Tonga","2.4","Industries","Real estate activities","L","2001","1000","Pa'anga","2008","39443465.8049",""
"Tonga","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2001","1000","Pa'anga","2008","2218466.22010189",""
"Tonga","2.4","Industries","Professional, scientific and technical activities","M","2001","1000","Pa'anga","2008","1347621.88631765",""
"Tonga","2.4","Industries","Administrative and support service activities","N","2001","1000","Pa'anga","2008","870844.33378424",""
"Tonga","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2001","1000","Pa'anga","2008","53361583.7982922",""
"Tonga","2.4","Industries","Public administration and defence; compulsory social security","O","2001","1000","Pa'anga","2008","33833167.01",""
"Tonga","2.4","Industries","Education","P","2001","1000","Pa'anga","2008","13694231.4371752",""
"Tonga","2.4","Industries","Human health and social work activities","Q","2001","1000","Pa'anga","2008","5834185.35111701",""
"Tonga","2.4","Industries","Other service activities","R+S+T","2001","1000","Pa'anga","2008","7785116.69542566",""
"Tonga","2.4","Industries","Arts, entertainment and recreation","R","2001","1000","Pa'anga","2008","1754982.33572362",""
"Tonga","2.4","Industries","Other service activities","S","2001","1000","Pa'anga","2008","6030134.35970205",""
"Tonga","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2001","1000","Pa'anga","2008","310234691.598185",""
"Tonga","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2001","1000","Pa'anga","2008","44247392",""
"Tonga","2.4","Industries","Plus: Taxes on products","D.21","2001","1000","Pa'anga","2008","44848872",""
"Tonga","2.4","Industries","Less: Subsidies on products","D.31","2001","1000","Pa'anga","2008","601480",""
"Tonga","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2001","1000","Pa'anga","2008","354482083.598185",""
"Tonga","2.4","Industries","Agriculture, forestry and fishing","A","2000","1000","Pa'anga","2008","65934684.8896178",""
"Tonga","2.4","Industries","Crop and animal production, hunting and related service activities","01","2000","1000","Pa'anga","2008","53393453.7616677",""
"Tonga","2.4","Industries","Fishing and aquaculture","03","2000","1000","Pa'anga","2008","12541231.1279501",""
"Tonga","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2000","1000","Pa'anga","2008","35613056.8319447",""
"Tonga","2.4","Industries","Mining and quarrying","B","2000","1000","Pa'anga","2008","1071573.39143921",""
"Tonga","2.4","Industries","Manufacturing","C","2000","1000","Pa'anga","2008","29785516.022757",""
"Tonga","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2000","1000","Pa'anga","2008","4755967.41774849","2"
"Tonga","2.4","Industries","Construction","F","2000","1000","Pa'anga","2008","25179511.6734173",""
"Tonga","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2000","1000","Pa'anga","2008","41412923.0469754",""
"Tonga","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2000","1000","Pa'anga","2008","25052224.2677449",""
"Tonga","2.4","Industries","Transportation and storage","H","2000","1000","Pa'anga","2008","10250550.6446929",""
"Tonga","2.4","Industries","Accommodation and food service activities","I","2000","1000","Pa'anga","2008","6110148.13453757",""
"Tonga","2.4","Industries","Information and communication","J","2000","1000","Pa'anga","2008","11350743.9620026",""
"Tonga","2.4","Industries","Financial and insurance activities","K","2000","1000","Pa'anga","2008","19025929.7816606",""
"Tonga","2.4","Industries","Real estate activities","L","2000","1000","Pa'anga","2008","37794453.1924241",""
"Tonga","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2000","1000","Pa'anga","2008","2041231.28143287",""
"Tonga","2.4","Industries","Professional, scientific and technical activities","M","2000","1000","Pa'anga","2008","1253336.48454091",""
"Tonga","2.4","Industries","Administrative and support service activities","N","2000","1000","Pa'anga","2008","787894.796891955",""
"Tonga","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2000","1000","Pa'anga","2008","48602380.7612164",""
"Tonga","2.4","Industries","Public administration and defence; compulsory social security","O","2000","1000","Pa'anga","2008","28465280.74",""
"Tonga","2.4","Industries","Education","P","2000","1000","Pa'anga","2008","14447665.761966",""
"Tonga","2.4","Industries","Human health and social work activities","Q","2000","1000","Pa'anga","2008","5689434.25925036",""
"Tonga","2.4","Industries","Other service activities","R+S+T","2000","1000","Pa'anga","2008","7232734.63704295",""
"Tonga","2.4","Industries","Arts, entertainment and recreation","R","2000","1000","Pa'anga","2008","1633180.76635771",""
"Tonga","2.4","Industries","Other service activities","S","2000","1000","Pa'anga","2008","5599553.87068523",""
"Tonga","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2000","1000","Pa'anga","2008","294187650.057735",""
"Tonga","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2000","1000","Pa'anga","2008","41581321",""
"Tonga","2.4","Industries","Plus: Taxes on products","D.21","2000","1000","Pa'anga","2008","42077597",""
"Tonga","2.4","Industries","Less: Subsidies on products","D.31","2000","1000","Pa'anga","2008","496276",""
"Tonga","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2000","1000","Pa'anga","2008","335768971.057735",""
"Tonga","2.4","Industries","Agriculture, forestry and fishing","A","1999","1000","Pa'anga","2008","70576313.8353843",""
"Tonga","2.4","Industries","Crop and animal production, hunting and related service activities","01","1999","1000","Pa'anga","2008","60637800.2014814",""
"Tonga","2.4","Industries","Fishing and aquaculture","03","1999","1000","Pa'anga","2008","9938513.63390282",""
"Tonga","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1999","1000","Pa'anga","2008","30969373.2229845",""
"Tonga","2.4","Industries","Mining and quarrying","B","1999","1000","Pa'anga","2008","992707.035493493",""
"Tonga","2.4","Industries","Manufacturing","C","1999","1000","Pa'anga","2008","25355703.7749009",""
"Tonga","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","1999","1000","Pa'anga","2008","4620962.41259013","2"
"Tonga","2.4","Industries","Construction","F","1999","1000","Pa'anga","2008","22972671.6149868",""
"Tonga","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1999","1000","Pa'anga","2008","36538961.766063",""
"Tonga","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","1999","1000","Pa'anga","2008","21336634.0631538",""
"Tonga","2.4","Industries","Transportation and storage","H","1999","1000","Pa'anga","2008","10017062.4122742",""
"Tonga","2.4","Industries","Accommodation and food service activities","I","1999","1000","Pa'anga","2008","5185265.29063506",""
"Tonga","2.4","Industries","Information and communication","J","1999","1000","Pa'anga","2008","10619987.5861602",""
"Tonga","2.4","Industries","Financial and insurance activities","K","1999","1000","Pa'anga","2008","16849734.4313275",""
"Tonga","2.4","Industries","Real estate activities","L","1999","1000","Pa'anga","2008","33884404.3039754",""
"Tonga","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1999","1000","Pa'anga","2008","1803382.69084595",""
"Tonga","2.4","Industries","Professional, scientific and technical activities","M","1999","1000","Pa'anga","2008","1105011.91457441",""
"Tonga","2.4","Industries","Administrative and support service activities","N","1999","1000","Pa'anga","2008","698370.776271544",""
"Tonga","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1999","1000","Pa'anga","2008","47251183.9539982",""
"Tonga","2.4","Industries","Public administration and defence; compulsory social security","O","1999","1000","Pa'anga","2008","27464432.3",""
"Tonga","2.4","Industries","Education","P","1999","1000","Pa'anga","2008","14460952.8775825",""
"Tonga","2.4","Industries","Human health and social work activities","Q","1999","1000","Pa'anga","2008","5325798.77641573",""
"Tonga","2.4","Industries","Other service activities","R+S+T","1999","1000","Pa'anga","2008","6784832.45316674",""
"Tonga","2.4","Industries","Arts, entertainment and recreation","R","1999","1000","Pa'anga","2008","1484760.44898569",""
"Tonga","2.4","Industries","Other service activities","S","1999","1000","Pa'anga","2008","5300072.00418106",""
"Tonga","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1999","1000","Pa'anga","2008","278250845.858893",""
"Tonga","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1999","1000","Pa'anga","2008","37046135",""
"Tonga","2.4","Industries","Plus: Taxes on products","D.21","1999","1000","Pa'anga","2008","37229245",""
"Tonga","2.4","Industries","Less: Subsidies on products","D.31","1999","1000","Pa'anga","2008","183110",""
"Tonga","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1999","1000","Pa'anga","2008","315296980.858893",""
"Tonga","2.4","Industries","Agriculture, forestry and fishing","A","1998","1000","Pa'anga","2008","60748843.4074597",""
"Tonga","2.4","Industries","Crop and animal production, hunting and related service activities","01","1998","1000","Pa'anga","2008","49916637.6718621",""
"Tonga","2.4","Industries","Fishing and aquaculture","03","1998","1000","Pa'anga","2008","10832205.7355976",""
"Tonga","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1998","1000","Pa'anga","2008","26679853.5575661",""
"Tonga","2.4","Industries","Mining and quarrying","B","1998","1000","Pa'anga","2008","892735.074716569",""
"Tonga","2.4","Industries","Manufacturing","C","1998","1000","Pa'anga","2008","21120572.6795603",""
"Tonga","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","1998","1000","Pa'anga","2008","4666545.80328923","2"
"Tonga","2.4","Industries","Construction","F","1998","1000","Pa'anga","2008","20176518.0532709",""
"Tonga","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1998","1000","Pa'anga","2008","34827488.0779324",""
"Tonga","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","1998","1000","Pa'anga","2008","20797690.2035909",""
